cup_year,stage,cid1,cid2,pid,goal,penalty,time
2014,"1st Round, Group A",1,27,4178,-1,,11'
2014,"1st Round, Group A",1,27,4824,1,,29'
2014,"1st Round, Group A",1,27,4824,1,,71'
2014,"1st Round, Group A",1,27,5054,1,,90'+1'
2014,"1st Round, Group A",13,31,5270,1,,61'
2014,"1st Round, Group B",5,8,7168,1,,27'
2014,"1st Round, Group B",5,8,6832,1,,44'
2014,"1st Round, Group B",5,8,5718,1,,53'
2014,"1st Round, Group B",5,8,1705,1,,65'
2014,"1st Round, Group B",5,8,6832,1,,72'
2014,"1st Round, Group B",5,8,5718,1,,80'
2014,"1st Round, Group B",20,46,5952,1,,12'
2014,"1st Round, Group B",20,46,6764,1,,14'
2014,"1st Round, Group B",20,46,1126,1,,35'
2014,"1st Round, Group B",20,46,661,1,,90'+2'
2014,"1st Round, Group C",28,49,416,1,,5'
2014,"1st Round, Group C",28,49,2716,1,,58'
2014,"1st Round, Group C",28,49,5750,1,,90'+3'
2014,"1st Round, Group C",42,35,2952,1,,16'
2014,"1st Round, Group C",42,35,888,1,,64'
2014,"1st Round, Group C",42,35,2479,1,,66'
2014,"1st Round, Group D",9,29,1276,1,,24'
2014,"1st Round, Group D",9,29,1165,1,,54'
2014,"1st Round, Group D",9,29,1929,1,,57'
2014,"1st Round, Group D",9,29,6738,1,,84'
2014,"1st Round, Group D",6,3,4184,1,,35'
2014,"1st Round, Group D",6,3,6428,1,,37'
2014,"1st Round, Group D",6,3,566,1,,50'
2014,"1st Round, Group E",21,40,6771,1,,22'
2014,"1st Round, Group E",21,40,4380,1,,48'
2014,"1st Round, Group E",21,40,6081,1,,90'+3'
2014,"1st Round, Group E",7,62,743,1,,45'
2014,"1st Round, Group E",7,62,6780,-1,,48'
2014,"1st Round, Group E",7,62,743,1,,72'
2014,"1st Round, Group F",4,59,3591,-1,,3'
2014,"1st Round, Group F",4,59,4433,1,,65'
2014,"1st Round, Group F",4,59,3029,1,,84'
2014,"1st Round, Group G",2,17,4661,1,,12'
2014,"1st Round, Group G",2,17,3005,1,,32'
2014,"1st Round, Group G",2,17,4661,1,,45'+1'
2014,"1st Round, Group G",2,17,4661,1,,78'
2014,"1st Round, Group G",36,23,1750,1,,1'
2014,"1st Round, Group G",36,23,482,1,,82'
2014,"1st Round, Group G",36,23,1008,1,,86'
2014,"1st Round, Group H",14,41,2183,1,,25'
2014,"1st Round, Group H",14,41,2190,1,,70'
2014,"1st Round, Group H",14,41,4426,1,,80'
2014,"1st Round, Group H",11,26,3859,1,,68'
2014,"1st Round, Group H",11,26,3457,1,,74'
2014,"1st Round, Group A",31,27,4985,1,,11'
2014,"1st Round, Group A",31,27,5302,1,,48'
2014,"1st Round, Group A",31,27,4137,1,,61'
2014,"1st Round, Group A",31,27,4137,1,,73'
2014,"1st Round, Group B",5,20,6862,1,,20'
2014,"1st Round, Group B",5,20,389,1,,43'
2014,"1st Round, Group B",46,8,5718,1,,20'
2014,"1st Round, Group B",46,8,1126,1,,21'
2014,"1st Round, Group B",46,8,3196,1,,54'
2014,"1st Round, Group B",46,8,6832,1,,58'
2014,"1st Round, Group B",46,8,1758,1,,68'
2014,"1st Round, Group C",28,42,5750,1,,64'
2014,"1st Round, Group C",28,42,5518,1,,70'
2014,"1st Round, Group C",28,42,2479,1,,73'
2014,"1st Round, Group D",9,6,6433,1,,39'
2014,"1st Round, Group D",9,6,5806,1,,75'
2014,"1st Round, Group D",9,6,6433,1,,85'
2014,"1st Round, Group D",3,29,5849,1,,44'
2014,"1st Round, Group E",21,7,2517,1,,17'
2014,"1st Round, Group E",21,7,4293,1,,18'
2014,"1st Round, Group E",21,7,6753,1,,40'
2014,"1st Round, Group E",21,7,743,1,,67'
2014,"1st Round, Group E",21,7,6231,1,,73'
2014,"1st Round, Group E",21,7,1965,1,,81'
2014,"1st Round, Group E",21,7,7170,1,,87'
2014,"1st Round, Group E",62,40,1541,1,,31'
2014,"1st Round, Group E",62,40,6771,1,,34'
2014,"1st Round, Group E",62,40,6771,1,,65'
2014,"1st Round, Group F",4,54,4433,1,,90'+1'
2014,"1st Round, Group F",32,59,4951,1,,29'
2014,"1st Round, Group G",2,36,2615,1,,51'
2014,"1st Round, Group G",2,36,482,1,,54'
2014,"1st Round, Group G",2,36,2720,1,,63'
2014,"1st Round, Group G",2,36,3564,1,,71'
2014,"1st Round, Group G",23,17,3264,1,,5'
2014,"1st Round, Group G",23,17,1750,1,,64'
2014,"1st Round, Group G",23,17,6858,1,,81'
2014,"1st Round, Group H",14,11,5032,1,,88'
2014,"1st Round, Group H",26,41,6246,1,,26'
2014,"1st Round, Group H",26,41,2761,1,,28'
2014,"1st Round, Group H",26,41,1843,1,,38'
2014,"1st Round, Group H",26,41,6289,1,,50'
2014,"1st Round, Group H",26,41,961,1,,62'
2014,"1st Round, Group H",26,41,3618,1,,72'
2014,"1st Round, Group A",31,1,4824,1,,17'
2014,"1st Round, Group A",31,1,4283,1,,26'
2014,"1st Round, Group A",31,1,4824,1,,34'
2014,"1st Round, Group A",31,1,2332,1,,49'
2014,"1st Round, Group A",31,1,2215,1,,84'
2014,"1st Round, Group A",27,13,4220,1,,72'
2014,"1st Round, Group A",27,13,2672,1,,75'
2014,"1st Round, Group A",27,13,2879,1,,82'
2014,"1st Round, Group A",27,13,5302,1,,87'
2014,"1st Round, Group B",46,5,6954,1,,36'
2014,"1st Round, Group B",46,5,6645,1,,69'
2014,"1st Round, Group B",46,5,4272,1,,82'
2014,"1st Round, Group B",8,20,2193,1,,77'
2014,"1st Round, Group B",8,20,1758,1,,90'
2014,"1st Round, Group C",35,28,1588,1,,17'
2014,"1st Round, Group C",35,28,4973,1,,45'+1'
2014,"1st Round, Group C",35,28,4230,1,,55'
2014,"1st Round, Group C",35,28,4230,1,,82'
2014,"1st Round, Group C",35,28,5750,1,,90'
2014,"1st Round, Group C",49,42,5941,1,,42'
2014,"1st Round, Group C",49,42,888,1,,74'
2014,"1st Round, Group C",49,42,5940,1,,90'+3'
2014,"1st Round, Group D",3,9,2532,1,,81'
2014,"1st Round, Group E",62,21,6147,1,,6'
2014,"1st Round, Group E",62,21,6147,1,,31'
2014,"1st Round, Group E",62,21,6147,1,,71'
2014,"1st Round, Group F",32,4,4433,1,,3'
2014,"1st Round, Group F",32,4,4695,1,,4'
2014,"1st Round, Group F",32,4,4433,1,,45'+1'
2014,"1st Round, Group F",32,4,4695,1,,47'
2014,"1st Round, Group F",32,4,5780,1,,50'
2014,"1st Round, Group F",59,54,1964,1,,23'
2014,"1st Round, Group F",59,54,5394,1,,59'
2014,"1st Round, Group F",59,54,2492,1,,82'
2014,"1st Round, Group F",59,54,7017,1,,83'
2014,"1st Round, Group G",23,2,4661,1,,55'
2014,"1st Round, Group G",17,36,951,-1,,31'
2014,"1st Round, Group G",17,36,2720,1,,57'
2014,"1st Round, Group G",17,36,1565,1,,80'
2014,"1st Round, Group H",26,14,6923,1,,78'
2014,"1st Round, Group H",41,11,3589,1,,6'
2014,"1st Round, Group H",41,11,6246,1,,60'
2014,Round of 16,1,20,1651,1,,18'
2014,Round of 16,1,20,5952,1,,32'
2014,Round of 16,1,20,1651,,1,
2014,Round of 16,1,20,5373,,0,
2014,Round of 16,1,20,7114,,0,
2014,Round of 16,1,20,5952,,0,
2014,Round of 16,1,20,4178,,1,
2014,Round of 16,1,20,389,,1,
2014,Round of 16,1,20,3003,,0,
2014,Round of 16,1,20,1799,,1,
2014,Round of 16,1,20,4824,,1,
2014,Round of 16,1,20,3178,,0,
2014,Round of 16,28,9,5750,1,,28'
2014,Round of 16,28,9,5750,1,,50'
2014,Round of 16,8,13,1901,1,,48'
2014,Round of 16,8,13,6261,1,,88'
2014,Round of 16,8,13,3007,1,,90'+4'
2014,Round of 16,29,49,5849,1,,52'
2014,Round of 16,29,49,5144,1,,90'+1'
2014,Round of 16,29,49,899,,1,
2014,Round of 16,29,49,4515,,1,
2014,Round of 16,29,49,5849,,1,
2014,Round of 16,29,49,1414,,1,
2014,Round of 16,29,49,2578,,1,
2014,Round of 16,29,49,2944,,1,
2014,Round of 16,29,49,1165,,1,
2014,Round of 16,29,49,2458,,0,
2014,Round of 16,29,49,6727,,1,
2014,Round of 16,7,32,5411,1,,79'
2014,Round of 16,7,32,7210,-1,,90'+2'
2014,Round of 16,2,41,6059,1,,92'
2014,Round of 16,2,41,5089,1,,120'+2'
2014,Round of 16,2,41,1843,1,,120'+4'
2014,Round of 16,4,21,1782,1,,118'
2014,Round of 16,14,23,1671,1,,93'
2014,Round of 16,14,23,4036,1,,105'
2014,Round of 16,14,23,2645,1,,107'
2014,1/4 Finals,1,28,6201,1,,7'
2014,1/4 Finals,1,28,1651,1,,69'
2014,1/4 Finals,1,28,5750,1,,80'
2014,1/4 Finals,7,2,3005,1,,13'
2014,1/4 Finals,8,29,6832,,1,
2014,1/4 Finals,8,29,899,,1,
2014,1/4 Finals,8,29,5718,,1,
2014,1/4 Finals,8,29,5849,,0,
2014,1/4 Finals,8,29,6261,,1,
2014,1/4 Finals,8,29,2578,,1,
2014,1/4 Finals,8,29,3735,,1,
2014,1/4 Finals,8,29,869,,1,
2014,1/4 Finals,8,29,6727,,0,
2014,1/4 Finals,4,14,2909,1,,8'
2014,Semifinals,1,2,4661,1,,11'
2014,Semifinals,1,2,3564,1,,23'
2014,Semifinals,1,2,3704,1,,24'
2014,Semifinals,1,2,3704,1,,26'
2014,Semifinals,1,2,3474,1,,29'
2014,Semifinals,1,2,6059,1,,69'
2014,Semifinals,1,2,6059,1,,79'
2014,Semifinals,1,2,5054,1,,90'
2014,Semifinals,8,4,6984,,0,
2014,Semifinals,8,4,4433,,1,
2014,Semifinals,8,4,5718,,1,
2014,Semifinals,8,4,2413,,1,
2014,Semifinals,8,4,6261,,0,
2014,Semifinals,8,4,96,,1,
2014,Semifinals,8,4,3735,,1,
2014,Semifinals,8,4,5759,,1,
2014,3rd Place,1,8,6832,1,,3'
2014,3rd Place,1,8,831,1,,17'
2014,3rd Place,1,8,7101,1,,90'+1'
2014,Final Game,2,4,2615,1,,113'
2010,"1st Round, Group A",43,13,6693,1,,55'
2010,"1st Round, Group A",43,13,4220,1,,79'
2010,"1st Round, Group B",4,32,2835,1,,6'
2010,"1st Round, Group B",26,49,3857,1,,7'
2010,"1st Round, Group B",26,49,5164,1,,52'
2010,"1st Round, Group C",6,23,2477,1,,4'
2010,"1st Round, Group C",6,23,1750,1,,40'
2010,"1st Round, Group C",41,56,3627,1,,79'
2010,"1st Round, Group D",2,46,5410,1,,8'
2010,"1st Round, Group D",2,46,3564,1,,26'
2010,"1st Round, Group D",2,46,4661,1,,68'
2010,"1st Round, Group D",2,46,1114,1,,70'
2010,"1st Round, Group D",12,36,2720,1,,85'
2010,"1st Round, Group E",8,25,91,-1,,46'
2010,"1st Round, Group E",8,25,3735,1,,85'
2010,"1st Round, Group E",35,31,2952,1,,39'
2010,"1st Round, Group F",3,22,204,1,,39'
2010,"1st Round, Group F",3,22,1694,1,,63'
2010,"1st Round, Group F",61,55,6980,1,,50'
2010,"1st Round, Group F",61,55,5620,1,,90'+3'
2010,"1st Round, Group G",1,58,4100,1,,55'
2010,"1st Round, Group G",1,58,2045,1,,72'
2010,"1st Round, Group G",1,58,3218,1,,89'
2010,"1st Round, Group H",62,20,661,1,,34'
2010,"1st Round, Group H",5,21,2198,1,,52'
2010,"1st Round, Group A",43,9,2302,1,,24'
2010,"1st Round, Group A",43,9,2302,1,,80'
2010,"1st Round, Group A",43,9,5276,1,,90'+5'
2010,"1st Round, Group A",7,13,2879,1,,64'
2010,"1st Round, Group A",7,13,828,1,,79'
2010,"1st Round, Group B",49,32,6720,1,,16'
2010,"1st Round, Group B",49,32,5935,1,,44'
2010,"1st Round, Group B",49,32,6639,1,,71'
2010,"1st Round, Group B",4,26,5161,-1,,17'
2010,"1st Round, Group B",4,26,2909,1,,33'
2010,"1st Round, Group B",4,26,3850,1,,45'+1'
2010,"1st Round, Group B",4,26,2909,1,,76'
2010,"1st Round, Group B",4,26,2909,1,,80'
2010,"1st Round, Group D",2,12,3291,1,,38'
2010,"1st Round, Group C",56,23,816,1,,13'
2010,"1st Round, Group C",56,23,3949,1,,42'
2010,"1st Round, Group C",56,23,1895,1,,48'
2010,"1st Round, Group C",56,23,959,1,,82'
2010,"1st Round, Group D",36,46,2947,1,,11'
2010,"1st Round, Group D",36,46,2720,1,,25'
2010,"1st Round, Group E",8,35,6261,1,,53'
2010,"1st Round, Group E",31,25,2124,1,,10'
2010,"1st Round, Group E",31,25,722,1,,33'
2010,"1st Round, Group E",31,25,5800,1,,61'
2010,"1st Round, Group F",55,22,6902,1,,27'
2010,"1st Round, Group F",55,22,5712,1,,86'
2010,"1st Round, Group F",3,61,6252,1,,7'
2010,"1st Round, Group F",3,61,3023,1,,29'
2010,"1st Round, Group G",1,42,4026,1,,25'
2010,"1st Round, Group G",1,42,4026,1,,50'
2010,"1st Round, Group G",1,42,2045,1,,62'
2010,"1st Round, Group G",1,42,1921,1,,79'
2010,"1st Round, Group G",17,58,4383,1,,29'
2010,"1st Round, Group G",17,58,6203,1,,53'
2010,"1st Round, Group G",17,58,243,1,,56'
2010,"1st Round, Group G",17,58,6593,1,,60'
2010,"1st Round, Group G",17,58,3926,1,,81'
2010,"1st Round, Group G",17,58,1565,1,,87'
2010,"1st Round, Group G",17,58,6593,1,,89'
2010,"1st Round, Group H",20,21,2587,1,,75'
2010,"1st Round, Group H",5,62,6954,1,,17'
2010,"1st Round, Group H",5,62,6954,1,,51'
2010,"1st Round, Group A",13,9,6433,1,,43'
2010,"1st Round, Group A",7,43,3481,1,,20'
2010,"1st Round, Group A",7,43,4644,1,,37'
2010,"1st Round, Group A",7,43,4125,1,,70'
2010,"1st Round, Group B",32,26,6720,1,,12'
2010,"1st Round, Group B",32,26,3857,1,,38'
2010,"1st Round, Group B",32,26,5161,1,,49'
2010,"1st Round, Group B",32,26,121,1,,69'
2010,"1st Round, Group B",49,4,1748,1,,77'
2010,"1st Round, Group B",49,4,5119,1,,89'
2010,"1st Round, Group C",56,6,1717,1,,23'
2010,"1st Round, Group C",23,41,1895,1,,90'+1'
2010,"1st Round, Group D",36,2,5089,1,,60'
2010,"1st Round, Group D",46,12,1126,1,,69'
2010,"1st Round, Group D",46,12,2947,1,,73'
2010,"1st Round, Group D",46,12,5140,1,,84'
2010,"1st Round, Group F",55,3,6980,1,,25'
2010,"1st Round, Group F",55,3,6980,1,,73'
2010,"1st Round, Group F",55,3,1784,1,,81'
2010,"1st Round, Group F",55,3,3622,1,,89'
2010,"1st Round, Group F",55,3,5503,1,,90'+2'
2010,"1st Round, Group E",25,35,2952,1,,17'
2010,"1st Round, Group E",25,35,2071,1,,30'
2010,"1st Round, Group E",25,35,6628,1,,81'
2010,"1st Round, Group E",25,35,4973,1,,87'
2010,"1st Round, Group E",31,8,6832,1,,36'
2010,"1st Round, Group E",31,8,2124,1,,65'
2010,"1st Round, Group E",31,8,3007,1,,83'
2010,"1st Round, Group G",58,42,6665,1,,14'
2010,"1st Round, Group G",58,42,5789,1,,20'
2010,"1st Round, Group G",58,42,3365,1,,82'
2010,"1st Round, Group H",20,5,6954,1,,24'
2010,"1st Round, Group H",20,5,3067,1,,37'
2010,"1st Round, Group H",20,5,4482,1,,47'
2010,Round of 16,9,26,6433,1,,8'
2010,Round of 16,9,26,3850,1,,68'
2010,Round of 16,9,26,6433,1,,80'
2010,Round of 16,23,36,841,1,,5'
2010,Round of 16,23,36,1895,1,,62'
2010,Round of 16,23,36,2720,1,,93'
2010,Round of 16,2,6,3564,1,,20'
2010,Round of 16,2,6,5410,1,,32'
2010,Round of 16,2,6,6732,1,,37'
2010,Round of 16,2,6,4661,1,,67'
2010,Round of 16,2,6,4661,1,,70'
2010,Round of 16,4,13,6575,1,,26'
2010,Round of 16,4,13,2909,1,,33'
2010,Round of 16,4,13,6575,1,,52'
2010,Round of 16,4,13,2879,1,,71'
2010,Round of 16,8,55,5718,1,,18'
2010,Round of 16,8,55,6261,1,,84'
2010,Round of 16,8,55,6980,1,,90'+4'
2010,Round of 16,1,20,3296,1,,35'
2010,Round of 16,1,20,4026,1,,38'
2010,Round of 16,1,20,5728,1,,59'
2010,Round of 16,22,35,609,,1,
2010,Round of 16,22,35,2071,,1,
2010,Round of 16,22,35,612,,1,
2010,Round of 16,22,35,2808,,1,
2010,Round of 16,22,35,5712,,1,
2010,Round of 16,22,35,3602,,0,
2010,Round of 16,22,35,6762,,1,
2010,Round of 16,22,35,2952,,1,
2010,Round of 16,22,35,1205,,1,
2010,Round of 16,5,17,6954,1,,63'
2010,1/4 Finals,8,1,5728,1,,10'
2010,1/4 Finals,8,1,6261,1,,53'
2010,1/4 Finals,8,1,6261,1,,68'
2010,1/4 Finals,9,36,4687,1,,45'+2'
2010,1/4 Finals,9,36,2302,1,,55'
2010,1/4 Finals,9,36,2302,,1,
2010,1/4 Finals,9,36,2720,,1,
2010,1/4 Finals,9,36,6934,,1,
2010,1/4 Finals,9,36,382,,1,
2010,1/4 Finals,9,36,6076,,1,
2010,1/4 Finals,9,36,4415,,0,
2010,1/4 Finals,9,36,5279,,0,
2010,1/4 Finals,9,36,74,,0,
2010,1/4 Finals,9,36,39,,1,
2010,1/4 Finals,4,2,4661,1,,3'
2010,1/4 Finals,4,2,3564,1,,68'
2010,1/4 Finals,4,2,2342,1,,74'
2010,1/4 Finals,4,2,3564,1,,89'
2010,1/4 Finals,22,5,6954,1,,83'
2010,Semifinals,9,8,6793,1,,18'
2010,Semifinals,9,8,2302,1,,41'
2010,Semifinals,9,8,6261,1,,70'
2010,Semifinals,9,8,5718,1,,73'
2010,Semifinals,9,8,5279,1,,90'+2'
2010,Semifinals,2,5,5497,1,,73'
2010,3rd Place,9,2,4661,1,,19'
2010,3rd Place,9,2,1276,1,,28'
2010,3rd Place,9,2,2302,1,,51'
2010,3rd Place,9,2,3167,1,,56'
2010,3rd Place,9,2,3474,1,,82'
2010,Final Game,8,5,3067,1,,116'
2006,"1st Round, Group A",2,29,3763,1,,6'
2006,"1st Round, Group A",2,29,7054,1,,12'
2006,"1st Round, Group A",2,29,3564,1,,17'
2006,"1st Round, Group A",2,29,3564,1,,61'
2006,"1st Round, Group A",2,29,7054,1,,73'
2006,"1st Round, Group A",2,29,2348,1,,87'
2006,"1st Round, Group A",15,40,6568,1,,24'
2006,"1st Round, Group A",15,40,1735,1,,80'
2006,"1st Round, Group B",6,22,2402,-1,,3'
2006,"1st Round, Group C",4,42,1559,1,,24'
2006,"1st Round, Group C",4,42,6015,1,,38'
2006,"1st Round, Group C",4,42,1921,1,,82'
2006,"1st Round, Group C",12,8,5718,1,,18'
2006,"1st Round, Group D",13,54,973,1,,28'
2006,"1st Round, Group D",13,54,2540,1,,36'
2006,"1st Round, Group D",13,54,973,1,,76'
2006,"1st Round, Group D",63,17,5205,1,,4'
2006,"1st Round, Group E",3,36,5385,1,,40'
2006,"1st Round, Group E",3,36,3023,1,,83'
2006,"1st Round, Group E",23,18,3597,1,,5'
2006,"1st Round, Group E",23,18,5817,1,,36'
2006,"1st Round, Group E",23,18,5817,1,,76'
2006,"1st Round, Group F",46,35,4733,1,,26'
2006,"1st Round, Group F",46,35,1126,1,,84'
2006,"1st Round, Group F",46,35,1126,1,,89'
2006,"1st Round, Group F",46,35,250,1,,90'+2'
2006,"1st Round, Group F",1,27,3351,1,,44'
2006,"1st Round, Group G",26,70,4541,1,,31'
2006,"1st Round, Group G",26,70,3849,1,,54'
2006,"1st Round, Group G",26,70,114,1,,72'
2006,"1st Round, Group H",5,51,7168,1,,13'
2006,"1st Round, Group H",5,51,6954,1,,17'
2006,"1st Round, Group H",5,51,6954,1,,48'
2006,"1st Round, Group H",5,51,6645,1,,81'
2006,"1st Round, Group H",52,50,3191,1,,23'
2006,"1st Round, Group H",52,50,163,1,,57'
2006,"1st Round, Group H",52,50,160,1,,84'
2006,"1st Round, Group H",52,50,3136,1,,90'+2'
2006,"1st Round, Group A",2,15,4821,1,,90'+1'
2006,"1st Round, Group A",40,29,6568,1,,8'
2006,"1st Round, Group A",40,29,1735,1,,54'
2006,"1st Round, Group A",40,29,3421,1,,90'+2'
2006,"1st Round, Group B",6,67,1568,1,,83'
2006,"1st Round, Group B",6,67,2477,1,,90'+1'
2006,"1st Round, Group B",10,22,3952,1,,89'
2006,"1st Round, Group C",4,12,5759,1,,6'
2006,"1st Round, Group C",4,12,1153,1,,31'
2006,"1st Round, Group C",4,12,5759,1,,41'
2006,"1st Round, Group C",4,12,1559,1,,78'
2006,"1st Round, Group C",4,12,6575,1,,84'
2006,"1st Round, Group C",4,12,4433,1,,88'
2006,"1st Round, Group C",8,42,6832,1,,23'
2006,"1st Round, Group C",8,42,6831,1,,27'
2006,"1st Round, Group C",8,42,3610,1,,38'
2006,"1st Round, Group D",17,54,1713,1,,63'
2006,"1st Round, Group D",17,54,1565,1,,80'
2006,"1st Round, Group E",3,23,2502,1,,22'
2006,"1st Round, Group E",18,36,2720,1,,2'
2006,"1st Round, Group E",18,36,4687,1,,82'
2006,"1st Round, Group F",1,46,78,1,,49'
2006,"1st Round, Group F",1,46,2332,1,,90'
2006,"1st Round, Group G",7,26,2856,1,,9'
2006,"1st Round, Group G",7,26,5164,1,,81'
2006,"1st Round, Group G",70,21,2334,1,,16'
2006,"1st Round, Group G",70,21,600,1,,88'
2006,"1st Round, Group H",5,52,4524,1,,8'
2006,"1st Round, Group H",5,52,5596,1,,71'
2006,"1st Round, Group H",5,52,6645,1,,76'
2006,"1st Round, Group H",5,52,6645,1,,90'+1'
2006,"1st Round, Group H",50,51,5860,1,,4'
2006,"1st Round, Group H",50,51,5604,1,,36'
2006,"1st Round, Group H",50,51,6160,1,,46'
2006,"1st Round, Group H",50,51,3356,1,,84'
2006,"1st Round, Group A",40,2,3564,1,,4'
2006,"1st Round, Group A",40,2,3564,1,,44'
2006,"1st Round, Group A",40,2,5410,1,,57'
2006,"1st Round, Group A",29,15,2557,1,,25'
2006,"1st Round, Group A",29,15,918,1,,33'
2006,"1st Round, Group A",29,15,918,1,,66'
2006,"1st Round, Group B",10,6,1477,1,,34'
2006,"1st Round, Group B",10,6,233,1,,51'
2006,"1st Round, Group B",10,6,2477,1,,85'
2006,"1st Round, Group B",10,6,3807,1,,90'
2006,"1st Round, Group B",22,67,5967,-1,,25'
2006,"1st Round, Group B",22,67,1599,1,,86'
2006,"1st Round, Group C",42,12,3046,1,,10'
2006,"1st Round, Group C",42,12,1826,1,,20'
2006,"1st Round, Group C",42,12,1826,1,,37'
2006,"1st Round, Group C",42,12,3364,1,,67'
2006,"1st Round, Group D",17,13,4146,1,,6'
2006,"1st Round, Group D",17,13,6203,1,,24'
2006,"1st Round, Group D",17,13,2296,1,,29'
2006,"1st Round, Group D",54,63,33,1,,60'
2006,"1st Round, Group D",54,63,544,1,,75'
2006,"1st Round, Group E",18,3,4275,1,,26'
2006,"1st Round, Group E",18,3,3075,1,,87'
2006,"1st Round, Group E",36,23,1915,1,,22'
2006,"1st Round, Group E",36,23,1750,1,,43'
2006,"1st Round, Group E",36,23,382,1,,45'+2'
2006,"1st Round, Group F",35,1,6524,1,,34'
2006,"1st Round, Group F",35,1,5804,1,,45'+1'
2006,"1st Round, Group F",35,1,3317,1,,53'
2006,"1st Round, Group F",35,1,2503,1,,59'
2006,"1st Round, Group F",35,1,5804,1,,81'
2006,"1st Round, Group F",27,46,6342,1,,2'
2006,"1st Round, Group F",27,46,4579,1,,38'
2006,"1st Round, Group F",27,46,3652,1,,56'
2006,"1st Round, Group F",27,46,3462,1,,79'
2006,"1st Round, Group G",70,7,6944,1,,55'
2006,"1st Round, Group G",70,7,2856,1,,61'
2006,"1st Round, Group G",21,26,6102,1,,23'
2006,"1st Round, Group G",21,26,2334,1,,77'
2006,"1st Round, Group H",50,5,3300,1,,36'
2006,"1st Round, Group H",51,52,6160,1,,70'
2006,Round of 16,2,10,5410,1,,4'
2006,Round of 16,2,10,5410,1,,12'
2006,Round of 16,4,13,4220,1,,6'
2006,Round of 16,4,13,1559,1,,10'
2006,Round of 16,4,13,5759,1,,98'
2006,Round of 16,6,40,666,1,,60'
2006,Round of 16,17,8,4146,1,,23'
2006,Round of 16,3,46,6660,1,,90'+5'
2006,Round of 16,21,51,6416,,0,
2006,Round of 16,21,51,6160,,0,
2006,Round of 16,21,51,600,,0,
2006,Round of 16,21,51,4474,,1,
2006,Round of 16,21,51,1099,,0,
2006,Round of 16,21,51,5604,,1,
2006,Round of 16,21,51,2700,,1,
2006,Round of 16,1,36,5804,1,,5'
2006,Round of 16,1,36,78,1,,45'+1'
2006,Round of 16,5,7,6954,1,,28'
2006,Round of 16,5,7,5667,1,,41'
2006,Round of 16,5,7,6944,1,,83'
2006,1/4 Finals,2,4,479,1,,49'
2006,1/4 Finals,2,4,3564,1,,80'
2006,1/4 Finals,2,4,4821,,1,
2006,1/4 Finals,2,4,1578,,1,
2006,1/4 Finals,2,4,562,,1,
2006,1/4 Finals,2,4,479,,0,
2006,1/4 Finals,2,4,5410,,1,
2006,1/4 Finals,2,4,5759,,1,
2006,1/4 Finals,2,4,916,,1,
2006,1/4 Finals,2,4,1153,,0,
2006,1/4 Finals,3,51,6632,1,,6'
2006,1/4 Finals,3,51,6632,1,,59'
2006,1/4 Finals,6,17,3777,,0,
2006,1/4 Finals,6,17,6203,,1,
2006,1/4 Finals,6,17,2795,,1,
2006,1/4 Finals,6,17,3000,,0,
2006,1/4 Finals,6,17,2477,,0,
2006,1/4 Finals,6,17,5321,,0,
2006,1/4 Finals,6,17,1223,,0,
2006,1/4 Finals,6,17,5446,,1,
2006,1/4 Finals,6,17,1565,,1,
2006,1/4 Finals,1,7,2856,1,,57'
2006,Semifinals,2,3,2665,1,,119'
2006,Semifinals,2,3,1729,1,,121'
2006,3rd Place,2,17,6067,1,,56'
2006,3rd Place,2,17,5321,-1,,60'
2006,3rd Place,2,17,6067,1,,78'
2006,3rd Place,2,17,4911,1,,88'
2006,Final Game,3,7,4275,1,,7'
2006,Final Game,3,7,5385,,1,
2006,Final Game,3,7,7125,,1,
2006,Final Game,3,7,4275,,1,
2006,Final Game,3,7,6678,,0,
2006,Final Game,3,7,1694,,1,
2006,Final Game,3,7,30,,1,
2006,Final Game,3,7,1729,,1,
2006,Final Game,3,7,5898,,1,
2006,Final Game,3,7,2665,,1,
2002,"1st Round, Group A",7,47,1832,1,,30'
2002,"1st Round, Group E",38,31,4316,1,,39'
2002,"1st Round, Group E",38,31,2946,1,,52'
2002,"1st Round, Group A",9,25,6628,1,,45'
2002,"1st Round, Group A",9,25,5745,1,,47'
2002,"1st Round, Group A",9,25,6628,1,,83'
2002,"1st Round, Group E",2,50,3564,1,,20'
2002,"1st Round, Group E",2,50,3564,1,,25'
2002,"1st Round, Group E",2,50,562,1,,40'
2002,"1st Round, Group E",2,50,3159,1,,45'+1'
2002,"1st Round, Group E",2,50,3564,1,,70'
2002,"1st Round, Group E",2,50,3940,1,,73'
2002,"1st Round, Group E",2,50,801,1,,84'
2002,"1st Round, Group E",2,50,6043,1,,90'+1'
2002,"1st Round, Group F",6,10,1166,1,,24'
2002,"1st Round, Group F",6,10,216,1,,59'
2002,"1st Round, Group B",22,43,5981,1,,39'
2002,"1st Round, Group B",22,43,396,1,,55'
2002,"1st Round, Group B",22,43,4545,1,,63'
2002,"1st Round, Group B",22,43,2308,1,,90'+1'
2002,"1st Round, Group F",4,32,640,1,,63'
2002,"1st Round, Group B",5,56,5596,1,,44'
2002,"1st Round, Group B",5,56,6778,1,,74'
2002,"1st Round, Group B",5,56,1431,1,,82'
2002,"1st Round, Group B",5,56,2908,1,,87'
2002,"1st Round, Group G",27,13,828,1,,60'
