id,name,dob_m,dob_d,dob_y,height_ft,height_in,position_1,position_2,image
5285,Enzo Pérez,2,21,1986,5,9,Midfielder,,
5286,Hugo Perez,10,6,1968,,,Midfielder,,
5287,Hugo Perez,11,8,1963,,,Midfielder,,
5288,Ignacio Perez,4,24,2016,,,Forward,,
5289,John Perez,2,21,1970,,,Midfielder,,
5290,Jose Perez,10,24,1963,,,Midfielder,,
5291,Julio Perez,6,19,1926,,,Forward,,
5292,Luis Perez,1,12,1981,5,6,Midfielder,,
5293,Luis Perez,1,1,1907,,,Forward,,
5294,Mario Perez,12,30,1946,,,Defender,,
5295,Mario Perez,2,19,1927,,,Forward,,
5296,Oscar Perez,2,1,1973,5,7,Goalkeeper,Defender,
5297,Vincente Perez,4,24,2016,,,Forward,,
5298,Wilson Perez,8,9,1967,,,Defender,,
5299,Roberto Perfumo,10,3,1942,,,Defender,,
5300,Mattia Perin,11,10,1992,6,2,Goalkeeper,,
5301,Natalio Perinetti,12,28,1900,,,Forward,,
5302,Ivan Perisic,2,2,1989,6,1,Midfielder,,
5303,Jose Perlaza,10,6,1981,6,3,Defender,,
5304,Antonio Permunian,8,16,1930,,,Goalkeeper,,
5305,Mariano Pernia,5,4,1977,5,9,Defender,,
5306,Dusan Pernis,11,28,1984,6,2,Goalkeeper,,
5307,Simone Perrotta,9,17,1977,5,10,Midfielder,,
5308,Peter Persidis,3,8,1947,,,Defender,,
5309,Erik Persson,11,19,1909,,,Forward,,
5310,Orjan Persson,8,27,1942,,,Midfielder,,
5311,Luka Peruzovic,2,26,1952,,,Defender,,
5312,Angelo Peruzzi,2,16,1970,5,11,Goalkeeper,,
5313,Niculae Pescaru,3,27,1943,,,Defender,,
5314,Jiri Pesek,6,4,1927,,,Forward,,
5315,Hans Pesser,11,7,1911,,,Forward,,
5316,Gianluca Pessotto,8,11,1970,,,Defender,,
5317,Aleksandar Petakovic,2,6,1930,,,Forward,,
5318,Zoltan Peter,3,23,1958,,,Defender,,
5319,Martin Peters,11,8,1943,,,Forward,Midfielder,
5320,Wolfgang Peters,1,8,1929,,,Forward,,
5321,Petit,9,25,1976,5,10,Midfielder,,
5322,Emmanuel Petit,9,22,1970,6,0,Midfielder,,
5323,Jean Petit,9,25,1949,,,Midfielder,,
5324,Jean Petit,2,25,1914,,,Defender,,
5325,Ivaylo Petkov,3,24,1976,,,Defender,,
5326,Milen Petkov,1,12,1974,,,Midfielder,,
5327,Dusan Petkovic,6,13,1974,6,2,Defender,,
5328,Ilija Petkovic,9,22,1945,,,Midfielder,,
5329,Vlastimir Petkovic,4,24,2016,,,Forward,,
5330,Ladislav Petras,12,1,1946,,,Forward,,
5331,Martin Petras,11,2,1979,6,1,Defender,,
5332,Dan Petrescu,12,22,1967,,,Defender,,
5333,Pedro Petrone,5,11,1905,,,Forward,,
5334,Petar Petrov,2,20,1961,,,Defender,,
5335,Ognjen Petrovic,1,2,1948,,,Goalkeeper,,
5336,Radosav Petrovic,3,8,1989,6,3,Midfielder,,
5337,Vladimir Petrovic,7,1,1955,,,Midfielder,,
5338,Zeljko Petrovic,11,13,1965,,,Midfielder,,
5339,Vlastimil Petrzela,7,20,1953,,,Forward,,
5340,Stefan Petterson,3,22,1963,,,Forward,,
5341,Ronny Pettersson,4,26,1940,,,Goalkeeper,,
5342,Carlos Peucelle,9,13,1908,,,Forward,,
5343,Afshin Peyravani,2,6,1970,,,Defender,,
5344,Gerald Peyton,5,20,1956,,,Goalkeeper,,
5345,Bruno Pezzey,2,3,1955,,,Defender,,
5346,Alfred Pfaff,7,16,1926,,,Forward,,
5347,Jean-Marie Pfaff,12,4,1953,,,Goalkeeper,,
5348,Anton Pfeffer,8,17,1965,,,Defender,,
5349,Heimo Pfeifenberger,12,29,1966,,,Forward,Midfielder,
5350,Hans Pfluegler,3,27,1960,,,Defender,,
5351,Terry Phelan,3,16,1967,,,Defender,,
5352,Alfred Phiri,6,22,1974,,,Midfielder,,
5353,Edmundo Piaggio,10,3,1910,,,Midfielder,,
5354,Roger Piantoni,12,26,1931,,,Forward,,
5355,Andrei Piatnitski,9,27,1967,,,Midfielder,,
5356,Andy Pichler,10,4,1955,,,Midfielder,,
5357,Barry Pickering,12,12,1956,,,Goalkeeper,,
5358,Ryszard Piec,8,17,1913,,,Forward,,
5359,Wilhelm Piec,1,7,1915,,,Midfielder,,
5360,Steven Pienaar,3,17,1982,5,8,Midfielder,,
5361,Peter Pietras,4,21,1908,,,Midfielder,,
5362,Rene Pijpers,4,24,2016,,,Midfielder,,
5363,Ruslan Pimenov,11,25,1981,5,10,Forward,,
5364,Razak Pimpong,12,30,1982,5,8,Forward,,
5365,Gonzalo Pineda,10,19,1982,5,9,Defender,,
5366,Mauricio Pineda,7,13,1975,,,Defender,,
5367,Tomas Pineda,1,1,1939,,,Goalkeeper,,
5368,Mario Pinedo,4,9,1964,,,Midfielder,,
5369,Marcel Pinel,7,8,1908,,,Midfielder,,
5370,Pinga,2,11,1924,,,Forward,,
5371,Pinheiro,1,13,1932,,,Midfielder,,
5372,Rodolfo Pini,1,1,1926,,,Midfielder,,
5373,Mauricio Pinilla,2,4,1984,6,0,Forward,,
5374,Sandor Pinter,7,18,1950,,,Midfielder,,
5375,Miguel Pinto,7,4,1983,5,10,Goalkeeper,,
5376,Jose Pintos,3,25,1964,,,Defender,,
5377,Silvio Piola,9,29,1913,,,Forward,,
5378,Leonard Piontek,10,3,1913,,,Forward,,
5379,Christian Piot,10,4,1947,,,Goalkeeper,,
5380,Wilner Piquant,12,4,1951,,,Goalkeeper,,
5381,Gerard Piqué,2,2,1987,6,3,Defender,,
5382,Robert Pires,10,29,1973,5,10,Midfielder,,
5383,Conduelo Piriz,10,9,1904,,,Midfielder,,
5384,Hans Pirkner,3,25,1946,,,Forward,,
5385,Andrea Pirlo,5,19,1979,5,9,Midfielder,,
5386,Pirri,3,11,1945,,,Defender,Midfielder,
5387,Piru Gainza,5,28,1922,,,Forward,,
5388,Jean Claude Piumi,5,27,1940,,,Midfielder,,
5389,Jan Pivarnik,11,13,1947,,,Defender,,
5390,Gino Pivatelli,3,27,1933,,,Forward,,
5391,Pierluigi Pizzaballa,9,14,1939,,,Goalkeeper,,
5392,Pizzi,6,7,1968,,,Forward,,
5393,Mario Pizziolo,12,7,1909,,,Midfielder,,
5394,Miralem Pjanic,4,2,1990,5,10,Midfielder,,
5395,Diego Placente,4,24,1977,5,9,Defender,,
5396,Frantisek Planicka,6,2,1904,,,Goalkeeper,,
5397,Marc Planus,3,7,1982,6,0,Defender,,
5398,Jaroslav Plasil,1,5,1982,6,0,Midfielder,,
5399,Michel Platini,6,21,1955,5,10,Midfielder,,
5400,David Platt,6,10,1966,,,Midfielder,,
5401,Jim Platt,1,26,1952,,,Goalkeeper,,
5402,Peter Platzer,5,29,1910,,,Goalkeeper,,
5403,Hendrikus Plenter,4,24,2016,,,Defender,,
5404,Gerard Plessers,3,30,1959,,,Defender,,
5405,Stipe Pletikosa,1,8,1979,6,3,Goalkeeper,,
5406,Pascal Plovie,5,7,1965,,,Defender,,
5407,Svatopluk Pluskal,10,28,1930,,,Defender,Midfielder,
5408,Karel Poborsky,3,30,1972,5,8,Midfielder,,
5409,Mauricio Pochettino,3,2,1972,5,11,Defender,,
5410,Lukas Podolski,6,4,1985,5,10,Forward,,
5411,Paul Pogba,3,15,1993,6,1,Midfielder,,
5412,Ulises Poirier,2,2,1897,,,Defender,,
5413,Jan Polak,3,14,1981,5,11,Midfielder,,
5414,Fabrizio Poletti,7,13,1943,,,Defender,,
5415,Gyula Polgar,2,8,1912,,,Defender,Midfielder,
5416,Jaroslav Pollak,7,11,1947,,,Midfielder,,
5417,Odilon Polleunis,5,1,1943,,,Forward,,
5418,Gabor Poloskei,10,11,1961,,,Forward,,
5419,Polozzi,10,1,1955,,,Defender,,
5420,Toni Polster,3,10,1964,,,Forward,,
5421,Poly,1,26,1909,,,Forward,,
5422,Juergen Pommerenke,1,22,1953,,,Midfielder,,
5423,Miguel Ponce,4,12,1989,5,9,Defender,,
5424,Waldo Ponce,12,4,1982,6,0,Defender,,
5425,Viktor Ponedelnik,5,22,1937,,,Forward,,
5426,Vladimir Ponomaryov,2,18,1940,,,Defender,,
5427,Mehrdad Pooladi,2,26,1987,5,11,Defender,,
5428,Jan Poortvliet,9,21,1955,,,Defender,,
5429,Eddie Pope,12,24,1973,6,0,Defender,,
5430,Adrian Popescu,7,26,1960,,,Defender,,
5431,Gabriel Popescu,12,25,1973,,,Midfielder,,
5432,Gheorghe Popescu,10,9,1967,,,Defender,Midfielder,
5433,Danilo Popivoda,5,1,1948,,,Forward,,
5434,Jan Popluhar,8,12,1935,,,Defender,,
5435,Dmitri Popov,2,27,1967,,,Midfielder,,
5436,Georgi Popov,7,14,1944,,,Forward,,
5437,Tony Popovic,7,4,1973,6,3,Defender,,
5438,Vladimir Popovic,3,17,1935,,,Midfielder,,
5439,Valeriy Porkuyan,10,4,1944,,,Forward,,
5440,Augusto Poroso,4,13,1974,5,11,Defender,,
5441,Jose Porras,11,8,1970,6,0,Goalkeeper,,
5442,Jaime Portillo,9,18,1947,,,Forward,,
5443,Alfonso Portugal,1,21,1934,,,Midfielder,,
5444,Jupp Posipal,6,20,1927,,,Defender,,
5445,Tomas Pospichal,6,26,1936,,,Forward,,
5446,Helder  Postiga,8,2,1982,5,11,Forward,,
5447,Philippe Pottier,7,9,1938,,,Forward,,
5448,Christian Poulsen,2,28,1980,5,11,Midfielder,,
5449,Jakob Poulsen,7,7,1983,6,0,Midfielder,,
5450,Simon Poulsen,4,7,1984,6,1,Defender,,
5451,Czeslaw Povolny,4,24,2016,,,Defender,,
5452,Darryl Powell,11,15,1971,,,Midfielder,,
5453,Aldo Poy,9,14,1945,,,Forward,,
5454,Diego Pozo,2,16,1978,6,0,Goalkeeper,,
5455,Eliseo Prado,9,17,1929,,,Forward,,
5456,Danijel Pranjic,12,2,1981,5,7,Defender,,
5457,Iuliu Prassler,1,1,1916,,,Forward,,
5458,Pierino Prati,12,13,1946,,,Forward,,
5459,Leider Preciado,2,26,1977,5,10,Forward,,
5460,Stefan Preda,6,18,1970,,,Goalkeeper,,
5461,Johann Pregesbauer,6,8,1958,,,Defender,,
5462,Preguinho,2,8,1905,,,Forward,,
5463,Michel Preudhomme,1,24,1959,,,Goalkeeper,,
5464,Andres Prieto,12,19,1928,,,Forward,,
5465,Ignacio Prieto,9,23,1943,,,Midfielder,,
5466,Max Prieto,3,28,1919,,,Forward,,
5467,David Primo,5,5,1946,,,Defender,,
5468,Athanasios Prittas,1,9,1979,6,0,Midfielder,,
5469,Erich Probst,12,5,1927,,,Forward,,
5470,Zdenek Prochazka,1,12,1928,,,Midfielder,,
5471,Daniel Prodan,3,23,1972,,,Defender,,
5472,Herbert Prohaska,8,8,1955,,,Midfielder,,
5473,Robert Prosinecki,1,12,1969,5,11,Midfielder,,
5474,Mario Prosperi,8,4,1945,,,Goalkeeper,,
5475,Oleg Protasov,2,4,1964,,,Forward,,
5476,David Provan,5,8,1956,,,Forward,,
5477,Dado Prso,11,5,1974,6,1,Forward,,
5478,Florin Prunea,8,8,1968,,,Goalkeeper,,
5479,Kazimierz Przybys,7,11,1960,,,Defender,,
5480,Antonin Puc,5,16,1907,,,Forward,,
5481,Antonio Puchades,6,4,1925,,,Midfielder,,
5482,Ivan Pudar,8,16,1961,,,Goalkeeper,,
5483,Giorgio Puia,3,8,1938,,,Defender,,
5484,Wilfried Puis,2,18,1943,,,Forward,,
5485,Jabu Pule,7,11,1980,5,6,Midfielder,,
5486,Paolo Pulici,4,27,1950,,,Forward,,
5487,Alan Pulido,3,8,1991,5,8,Forward,,
5488,Hector Pulido,12,15,1942,,,Midfielder,,
5489,Adalbert Pullock,4,6,1907,,,Goalkeeper,,
5490,Nery Pumpido,7,30,1957,,,Goalkeeper,,
5491,Piet Punt,2,6,1909,,,Forward,,
5492,Ignaz Puschnik,2,5,1934,,,Midfielder,,
5493,Ferenc Puskas,4,2,1927,5,6,Forward,,
5494,Lajos Puskas,8,3,1944,,,Forward,,
5495,Laszlo Pusztai,3,1,1946,,,Forward,,
5496,Georges Putmans,5,29,1914,,,Midfielder,,
5497,Carles Puyol,4,13,1978,5,10,Defender,,
5498,Anatoli Puzach,6,3,1941,,,Forward,,
5499,Andriy Pyatov,6,28,1984,6,2,Goalkeeper,,
5500,Qassim Bassim,3,22,1959,,,Midfielder,,
5501,Hong Qi,6,3,1976,5,10,Midfielder,,
5502,Bo Qu,7,15,1981,6,0,Forward,,
5503,Fabio Quagliarella,1,31,1983,5,10,Forward,,
5504,Daniel Quaye,12,25,1980,5,10,Defender,,
5505,Rene Quentin,8,5,1943,,,Forward,,
5506,Yvan Quentin,5,2,1970,,,Defender,,
5507,Alfredo Quesada,9,22,1949,,,Midfielder,,
5508,Vladimir Quesada,5,12,1966,,,Defender,,
5509,Quim,11,13,1975,6,0,Goalkeeper,,
5510,Roger Quinche,7,22,1922,,,Midfielder,,
5511,Quincoces I,7,17,1905,,,Defender,,
5512,Quini,9,23,1949,,,Forward,,
5513,James Quinn,11,18,1959,,,Forward,,
5514,Niall Quinn,10,6,1966,6,4,Forward,,
5515,Julio Quintana,1,1,1904,,,Midfielder,,
5516,Jose Quintanilla,10,29,1947,,,Midfielder,,
5517,Alberto Quintano,4,26,1946,,,Defender,,
5518,Juan Quintero,1,18,1993,5,6,Midfielder,,
5519,Gustavo Quinteros,2,15,1965,,,Defender,,
5520,Quique,2,5,1965,,,Defender,,
5521,Quique Setien,9,27,1958,,,Forward,,
5522,Fernando Quirarte,7,7,1961,,,Defender,,
5523,Ramon Quiroga,7,23,1950,,,Goalkeeper,,
5524,Rene Quitral,4,24,2016,,,Goalkeeper,,
5525,Albert Quixall,8,9,1933,,,Forward,,
5526,Ole Qvist,2,25,1950,,,Goalkeeper,,
5527,Tibor Rab,10,2,1955,,,Defender,,
5528,Mohammed Rabiu,12,31,1989,6,2,Midfielder,,
5529,Serge Racine,10,9,1951,,,Midfielder,,
5530,Antonio Rada,6,13,1937,,,Forward,,
5531,Petar Radakovic,2,2,1937,,,Midfielder,,
5532,Dmitri Radchenko,12,2,1970,,,Forward,,
5533,Lucas Radebe,4,12,1969,6,0,Defender,,
5534,Ahmed Radhi,3,21,1964,,,Forward,,
5535,Luigi Radice,1,15,1935,,,Midfielder,,
5536,Libor Radimec,5,22,1950,,,Defender,,
5537,Arkadiusz Radomski,6,27,1977,5,10,Midfielder,,
5538,Aleksandar Radosavljevic,4,25,1979,5,11,Midfielder,,
5539,Preki Radosavljevic,6,24,1963,5,8,Midfielder,,
5540,Nikola Radovic,10,20,1933,,,Defender,,
5541,Ivo Radovnikovic,4,24,2016,,,Midfielder,,
5542,Necula Raducanu,5,10,1946,,,Goalkeeper,,
5543,Florin Raducioiu,3,17,1970,,,Forward,,
5544,Rafa,5,17,1993,5,6,Midfielder,,
5545,Ismail Rafa At,1,1,1908,,,Defender,,
5546,Rafa Paz,8,2,1965,,,Midfielder,,
5547,Ladislau Raffinski,4,23,1905,,,Midfielder,,
5548,Rudolf Raftl,2,7,1911,,,Goalkeeper,,
5549,Hassan Ragab,1,1,1909,,,Midfielder,,
5550,Randy Ragan,6,7,1959,,,Midfielder,,
5551,Guillermo Ragazzone,1,5,1956,,,Forward,,
5552,Bakhtiar Rahmani,9,23,1991,5,10,Midfielder,,
5553,Helmut Rahn,8,16,1929,,,Forward,,
5554,Uwe Rahn,5,21,1962,,,Midfielder,,
5555,Rai,5,15,1965,,,Midfielder,,
5556,Zdravko Rajkov,12,5,1927,,,Forward,,
5557,Kiril Rakarov,5,24,1932,,,Defender,,
5558,Ivan Rakitic,3,10,1988,6,0,Midfielder,,
5559,Gyula Rakosi,10,9,1938,,,Forward,,
5560,Antonio Ramallets,7,4,1924,,,Goalkeeper,,
5561,Luis Ramallo,7,4,1961,,,Forward,,
5562,Ulrich Rame,9,19,1972,6,1,Goalkeeper,,
5563,Carsten Ramelow,3,20,1974,6,0,Midfielder,,
5564,Ramires,3,24,1987,5,10,Midfielder,,
5565,Cesar Ramirez,3,24,1977,5,9,Forward,,
5566,Gastón Ramírez,12,2,1990,6,0,Midfielder,,
5567,Jaime Ramirez,8,14,1931,,,Forward,,
5568,Juan Ramirez,3,8,1969,,,Defender,,
5569,Luis Ramirez,1,6,1954,,,Forward,,
5570,Marcelo Ramirez,5,29,1965,,,Goalkeeper,,
5571,Miguel Ramirez,6,11,1970,,,Defender,,
5572,Orlando Ramirez,5,7,1943,,,Forward,,
5573,Oscar Ramirez,12,8,1964,5,4,Midfielder,,
5574,Osvaldo Ramirez,3,28,1947,,,Forward,,
5575,Ramon Ramirez,12,5,1969,,,Defender,Midfielder,
5576,Adrián Ramos,1,22,1986,6,0,Forward,,
5577,Eduardo Ramos,11,8,1949,,,Defender,,
5578,Luis Ramos,10,9,1939,,,Defender,,
5579,Mauricio Ramos,9,23,1969,,,Midfielder,,
5580,Tab Ramos,9,21,1966,,,Midfielder,,
5581,Venancio Ramos,6,20,1959,,,Forward,,
5582,Jose Manuel Ramos Delgado,8,26,1935,,,Defender,,
5583,Alf Ramsey,1,22,1920,,,Defender,,
5584,Paul Ramsey,9,3,1962,,,Midfielder,,
5585,Ahmed Ramzy,10,25,1965,,,Forward,,
5586,Hany Ramzy,3,10,1969,,,Defender,,
5587,Victor Rangel,3,11,1957,,,Forward,,
5588,Milan Rapaic,8,16,1973,6,0,Midfielder,,
5589,Herman Rapp,1,1,1907,,,Defender,,
5590,Grzegorz Rasiak,1,12,1979,6,2,Forward,,
5591,Gheorghe Rasinaru,2,10,1915,,,Midfielder,,
5592,Trols Rasmussen,4,7,1961,,,Goalkeeper,,
5593,Vasili Rats,3,25,1961,,,Midfielder,,
5594,Antonio Rattin,5,16,1937,,,Midfielder,,
5595,Oskar Rauch,4,24,2016,,,Midfielder,,
5596,Raul,6,27,1977,5,10,Forward,,
5597,Pietro Rava,1,12,1916,,,Defender,,
5598,Thomas Ravelli,8,13,1959,,,Goalkeeper,,
5599,Cayetano Re,2,7,1938,,,Forward,,
5600,Luciano Re Cecconi,12,1,1948,,,Midfielder,,
5601,Roy Rea,1,1,1933,,,Goalkeeper,,
5602,Neicer Reasco,7,23,1977,5,7,Defender,,
5603,Ante Rebic,9,21,1993,6,0,Forward,,
5604,Serhiy Rebrov,6,3,1974,5,8,Midfielder,,
5605,Rustu Recber,5,10,1973,6,1,Goalkeeper,,
5606,Carlos Recinos,6,30,1950,,,Defender,,
5607,Alvaro Recoba,3,17,1976,5,10,Forward,,
5608,Emilio Recoba,11,3,1904,,,Defender,,
5609,Bernardo Redin,2,26,1963,,,Midfielder,,
5610,Mircea Rednic,4,9,1962,,,Defender,,
5611,Fernando Redondo,6,6,1969,,,Midfielder,,
5612,David Regis,12,2,1968,5,10,Defender,,
5613,Luis Regueiro,7,1,1908,,,Forward,,
5614,Luis Regueiro,12,22,1943,,,Midfielder,,
5615,Mario Regueiro,9,14,1978,5,10,Forward,,
5616,Marko Rehmer,4,29,1972,6,1,Defender,,
5617,Stefan Rehn,9,22,1966,,,Midfielder,,
5618,Peter Reid,6,20,1956,,,Midfielder,,
5619,Steven Reid,3,10,1981,5,10,Forward,,
5620,Winston Reid,7,3,1988,6,2,Defender,,
5621,Severino Reijia,11,25,1938,,,Defender,,
5622,Jack Reilly,8,27,1945,,,Goalkeeper,,
5623,Theodor Reimann,2,10,1921,,,Goalkeeper,,
5624,Miguel Reina,1,21,1946,,,Goalkeeper,,
5625,Pepe Reina,8,31,1982,6,1,Goalkeeper,,
5626,Reinaldo,1,11,1957,,,Forward,,
5627,Uwe Reinders,1,19,1955,,,Forward,,
5628,Hannes Reinmayr,8,23,1969,,,Forward,,
5629,Carlos Reinoso,3,7,1945,,,Midfielder,,
5630,Andreas Reisinger,10,14,1963,,,Midfielder,,
5631,Michael Reiziger,5,3,1973,,,Defender,,
5632,Kjetil Rekdal,11,6,1968,,,Midfielder,,
5633,Francois Remetter,8,8,1928,,,Goalkeeper,,
5634,Leandro Remondini,11,17,1917,,,Defender,,
5635,Loïc Rémy,1,2,1987,6,0,Forward,,
5636,Renato,12,5,1944,,,Goalkeeper,,
5637,Renato,2,21,1957,,,Midfielder,,
5638,Renato Gaucho,9,9,1962,,,Forward,,
5639,Pascal Renier,8,3,1971,,,Defender,,
5640,Michel Renquin,11,3,1955,,,Defender,,
5641,Rob Rensenbrink,7,3,1947,,,Forward,,
5642,Johnny Rep,11,25,1951,,,Forward,,
5643,Stefan Reuter,10,16,1966,,,Defender,,
5644,Anthony Reveillere,11,10,1979,5,11,Defender,,
5645,Felipe Revelez,9,30,1959,,,Defender,,
5646,Carles Rexach,1,13,1947,,,Forward,,
5647,Gilbert Rey,10,30,1930,,,Forward,,
5648,Kurt Rey,1,1,1923,,,Defender,,
5649,Diego Reyes,9,19,1992,6,2,Defender,,
5650,Eladio Reyes,1,8,1948,,,Midfielder,,
5651,Jose Reyes,10,12,1955,,,Goalkeeper,,
5652,Jose Antonio Reyes,9,1,1983,5,8,Midfielder,,
5653,Pedro Reyes,11,13,1972,,,Defender,,
5654,Salvador Reyes,9,20,1936,,,Forward,,
5655,Eduardo Reyes Ortiz,1,1,1907,,,Forward,,
5656,Luis Reyes Penaranda,4,24,2016,,,Defender,,
5657,Claudio Reyna,7,20,1973,5,10,Midfielder,,
5658,Luis Reyna,5,6,1959,,,Midfielder,,
5659,Rahman Rezaei,2,20,1975,5,10,Defender,,
5660,Abdelfettah Rhiati,2,25,1963,,,Forward,,
5661,Chol Myong Ri,2,18,1988,5,8,Midfielder,,
5662,Jun Il Ri,8,24,1987,5,10,Defender,,
5663,Kwang Chon Ri,9,4,1985,6,0,Defender,,
5664,Kwang Hyok Ri,8,17,1987,5,10,Defender,,
5665,Myong Guk Ri,9,9,1986,6,1,Goalkeeper,,
5666,Ribeiro,11,2,1957,,,Midfielder,,
5667,Franck Ribery,4,7,1983,5,8,Forward,Midfielder,
5668,Hamilton Ricard,1,12,1974,,,Forward,,
5669,Ricardinho,5,23,1976,5,9,Midfielder,,
5670,Ricardo,12,30,1971,6,1,Goalkeeper,,
5671,Ricardo,2,11,1976,6,2,Goalkeeper,,
5672,Ricardo Carvalho,5,18,1978,6,0,Defender,,
5673,Ricardo Gomes,12,13,1964,,,Defender,,
5674,Ricardo Rocha,9,11,1962,,,Defender,,
5675,Ray Richards,5,18,1946,,,Midfielder,,
5676,Lars Ricken,7,10,1976,5,10,Midfielder,,
5677,Donovan Ricketts,7,6,1977,,,Goalkeeper,,
5678,Bolatli Ridvan,12,2,1928,,,Defender,,
5679,Karlheinz Riedle,9,16,1965,,,Forward,,
5680,Johann Riegler,7,17,1929,,,Midfielder,,
5681,Marc Rieper,6,5,1968,,,Defender,,
5682,Fernando Riera,6,27,1920,,,Forward,,
5683,Jan Riha,1,11,1915,,,Forward,,
5684,Frank Rijkaard,9,30,1962,,,Midfielder,,
5685,Luis Rijo,9,28,1927,,,Forward,,
5686,Wim Rijsbergen,1,18,1952,,,Defender,,
5687,Rildo,1,23,1942,,,Defender,,
5688,Nick Rimando,6,17,1979,5,10,Goalkeeper,,
5689,Miguel Angel Rimba,11,1,1967,,,Defender,,
5690,Freddy Rincon,8,14,1966,,,Forward,Midfielder,
5691,Hipolito Rincon,4,28,1957,,,Forward,,
5692,Patrice Rio,8,15,1948,,,Defender,,
5693,Roger Rio,2,13,1913,,,Midfielder,,
5694,Bruce Rioch,9,6,1947,,,Midfielder,,
5695,Carlos Riolfo,11,5,1905,,,Midfielder,,
5696,Juan Román Riquelme,6,24,1978,5,11,Midfielder,,
5697,Ola By Rise,11,14,1960,,,Goalkeeper,,
5698,Vidar Riseth,4,21,1972,,,Midfielder,,
5699,Ferdinando Riva,7,3,1930,,,Forward,,
5700,Gigi Riva,11,7,1944,5,11,Forward,,
5701,Rivaldo,4,19,1972,6,1,Midfielder,,
5702,Catalino Rivarola,4,30,1965,,,Defender,,
5703,Carlos Rivas,5,24,1953,,,Midfielder,,
5704,Jose Rivas,5,12,1958,,,Forward,,
5705,Marcos Rivas,9,19,1945,,,Midfielder,,
5706,Roberto Rivas,7,17,1941,,,Defender,,
5707,Rivelino,1,1,1946,,,Midfielder,,
5708,Bernabe Rivera,4,24,2016,,,Forward,,
5709,Gianni Rivera,8,18,1943,,,Forward,Midfielder,
5710,Urbano Rivera,4,1,1926,,,Midfielder,,
5711,Eliseo Rivero,12,27,1957,,,Defender,,
5712,Cristian Riveros,10,16,1982,5,10,Midfielder,,
5713,Guillermo Riveros,2,10,1902,,,Defender,,
5714,Feliciano Rivilla,8,21,1936,,,Defender,,
5715,Graham Rix,10,23,1957,,,Midfielder,,
5716,Francesco Rizzo,5,30,1943,,,Midfielder,,
5717,Carlos Roa,8,15,1969,,,Goalkeeper,,
5718,Arjen Robben,1,23,1984,5,10,Forward,,
5719,Corneliu Robe,5,23,1908,,,Midfielder,,
5720,Izak Rober,12,21,1930,,,Midfielder,,
5721,Roberto,7,5,1962,,,Midfielder,,
5722,Roberto,7,31,1944,,,Forward,,
5723,Roberto,6,20,1912,,,Forward,,
5724,Roberto Carlos,4,10,1973,5,6,Defender,,
5725,Roberto Dinamite,4,13,1954,,,Forward,,
5726,Archie Robertson,9,15,1929,,,Forward,,
5727,John Robertson,1,20,1953,,,Forward,,
5728,Robinho,1,25,1984,5,8,Forward,,
5729,Paul Robinson,10,15,1979,6,3,Goalkeeper,,
5730,Jorge Robledo,4,14,1926,,,Forward,,
5731,Enzo Robotti,6,15,1935,,,Defender,,
5732,Bobby Robson,2,18,1933,,,Forward,,
5733,Bryan Robson,1,11,1957,,,Midfielder,,
5734,Laurent Robuschi,10,5,1935,,,Forward,,
5735,Jose Roca,5,24,1928,,,Defender,,
5736,Pedro Rocha,12,3,1942,,,Forward,Midfielder,
5737,Dominique Rocheteau,1,14,1955,,,Forward,,
5738,Gerhard Rodax,8,29,1965,,,Forward,,
5739,Sergei Rodionov,9,3,1962,,,Forward,,
5740,Rodri,3,8,1934,,,Defender,,
5741,Rodrigues Neto,12,6,1949,,,Defender,,
5742,Alberto Rodriguez,4,1,1974,5,6,Defender,,
5743,Clemente Rodriguez,7,31,1981,5,5,Defender,,
5744,Cristian Rodríguez,9,30,1985,5,8,Midfielder,,
5745,Dario Rodriguez,9,17,1974,6,1,Defender,,
5746,Francisco Rodriguez,10,20,1981,6,3,Defender,,
5747,Hugo Rodriguez,3,14,1959,,,Forward,,
5748,Ignacio Rodriguez,6,12,1956,,,Goalkeeper,,
5749,Jaime Rodriguez,1,17,1959,,,Defender,,
5750,James Rodríguez,7,12,1991,5,10,Midfielder,,
5751,Joahan Rodriguez,8,15,1975,5,9,Midfielder,,
5752,Jorge Rodriguez,4,18,1968,,,Midfielder,,
5753,Jose Rodriguez,4,24,2016,,,Midfielder,,
5754,Juan Rodriguez,1,16,1944,,,Defender,,
5755,Juan Jose Rodriguez,6,23,1967,5,10,Defender,,
5756,Leonardo Rodriguez,8,27,1966,,,Midfielder,,
5757,Manuel Rodriguez,1,18,1938,,,Defender,,
5758,Mauricio Rodriguez,9,12,1945,,,Midfielder,,
5759,Maxi Rodriguez,1,2,1981,5,8,Midfielder,,
5760,Michael Rodriguez,12,30,1981,5,8,Defender,,
5761,Raimundo Rodriguez,4,15,1905,,,Midfielder,,
5762,Ricardo Rodriguez,8,25,1992,5,10,Defender,,
5763,Rodolf Rodriguez,1,20,1956,,,Goalkeeper,,
5764,Victor Rodriguez Andrade,2,14,1927,,,Defender,Midfielder,
5765,Peter Roesch,9,14,1930,,,Defender,,
5766,Rogerio Ceni,1,22,1973,6,2,Goalkeeper,,
5767,Alfredo Rojas,2,20,1937,,,Forward,,
5768,Aristides Rojas,8,12,1968,,,Forward,,
